13,1066589,Iterate through a HashMap,https://stackoverflow.com/questions/1066589/iterate-through-a-hashmap,true,4500397,1066603,7,3780,2019-10-30 00:00:24.000000,2009-07-01 07:24:14.000000,2022-09-26 01:46:32.000000,84916,"<p>What's the best way to iterate over the items in a <a href=""https://docs.oracle.com/javase/10/docs/api/java/util/HashMap.html"" rel=""noreferrer""><code>HashMap</code></a>?</p>
",17,3797
14,6470651,How can I create a memory leak in Java?,https://stackoverflow.com/questions/6470651/how-can-i-create-a-memory-leak-in-java,true,758537,6471947,61,3746,2023-01-25 21:09:55.000000,2011-06-25 00:11:52.000000,2024-10-30 05:46:06.000000,465179,"<p>I just had an interview where I was asked to create a <em><strong>memory leak</strong></em> with Java.</p>
<p>Needless to say, I felt pretty dumb, having no idea how to start creating one.</p>
<p>What would an example be?</p>
",12,3758
15,215497,"What is the difference between public, protected, package-private and private in Java?",https://stackoverflow.com/questions/215497/what-is-the-difference-between-public-protected-package-private-and-private-in,true,2670272,215505,32,3714,2018-09-11 22:54:49.000000,2008-10-19 03:53:12.000000,2024-05-24 04:16:19.000000,625,"<p>In Java, are there clear rules on when to use each of access modifiers, namely the default (package private), <code>public</code>, <code>protected</code> and <code>private</code>, while making <code>class</code> and <code>interface</code> and dealing with inheritance?</p>
",20,3734
16,322715,When to use LinkedList over ArrayList in Java?,https://stackoverflow.com/questions/322715/when-to-use-linkedlist-over-arraylist-in-java,true,1400924,322742,35,3630,2022-01-06 05:13:24.000000,2008-11-27 09:36:35.000000,2024-08-16 02:21:12.000000,41200,"<p>I've always been one to simply use:</p>
<pre><code>List<String> names = new ArrayList<>();
</code></pre>
<p>I use the interface as the type name for <em>portability</em>, so that when I ask questions such as this, I can rework my code.</p>
<p>When should <a href=""https://docs.oracle.com/javase/9/docs/api/java/util/LinkedList.html"" rel=""noreferrer""><code>LinkedList</code></a> be used over <a href=""https://docs.oracle.com/javase/9/docs/api/java/util/ArrayList.html"" rel=""noreferrer""><code>ArrayList</code></a> and vice-versa?</p>
",5,3635
17,5585779,How do I convert a String to an int in Java?,https://stackoverflow.com/questions/5585779/how-do-i-convert-a-string-to-an-int-in-java,true,6878919,5585800,30,3527,2023-10-12 13:19:05.000000,2011-04-08 02:27:54.000000,2024-08-07 03:12:09.000000,537967,"<p>How can I convert a <code>String</code> value to an <code>int</code> type?</p>
<pre class=""lang-java prettyprint-override""><code>""1234""  →  1234
</code></pre>
",29,3556
18,285793,What is a serialVersionUID and why should I use it?,https://stackoverflow.com/questions/285793/what-is-a-serialversionuid-and-why-should-i-use-it,true,1190021,285809,25,3467,2015-03-18 06:44:09.000000,2008-11-13 07:24:56.000000,2024-02-28 00:09:12.000000,33203,"<p>Eclipse issues warnings when a <code>serialVersionUID</code> is missing.  </p>

<blockquote>
  <p>The serializable class Foo does not declare a static final
  serialVersionUID field of type long</p>
</blockquote>

<p>What is <code>serialVersionUID</code> and why is it important?  Please show an example where missing <code>serialVersionUID</code> will cause a problem.</p>
",6,3473
19,1005073,Initialization of an ArrayList in one line,https://stackoverflow.com/questions/1005073/initialization-of-an-arraylist-in-one-line,true,3933323,1005083,36,3386,2019-11-21 17:48:28.000000,2009-06-17 12:10:20.000000,2024-05-14 01:34:19.000000,119895,"<p>I wanted to create a list of options for testing purposes. At first, I did this:</p>

<pre><code>ArrayList<String> places = new ArrayList<String>();
places.add(""Buenos Aires"");
places.add(""Córdoba"");
places.add(""La Plata"");
</code></pre>

<p>Then, I refactored the code as follows:</p>

<pre><code>ArrayList<String> places = new ArrayList<String>(
    Arrays.asList(""Buenos Aires"", ""Córdoba"", ""La Plata""));
</code></pre>

<p>Is there a better way to do this?</p>
",9,3395
20,34571,"How do I test a class that has private methods, fields or inner classes?",https://stackoverflow.com/questions/34571/how-do-i-test-a-class-that-has-private-methods-fields-or-inner-classes,true,1312911,34658,59,3253,2021-10-20 04:41:15.000000,2008-08-30 00:11:09.000000,2023-03-16 16:58:06.000000,3098,"<p>How do I use JUnit to test a class that has internal private methods, fields or nested classes?</p>
<p>It seems bad to change the access modifier for a method just to be able to run a test.</p>
",7,3260
22,574594,How can I create an executable/runnable JAR with dependencies using Maven?,https://stackoverflow.com/questions/574594/how-can-i-create-an-executable-runnable-jar-with-dependencies-using-maven,true,1988157,574650,33,2924,2022-10-15 18:06:46.000000,2009-02-22 16:43:45.000000,2024-08-24 23:00:49.000000,67219,"<p>I want to package my project in a single executable JAR for distribution.</p>

<p>How can I make a Maven project package all dependency JARs into my output JAR?</p>
",6,2930
914,17431312,What is the difference between JOIN and JOIN FETCH when using JPA and Hibernate,https://stackoverflow.com/questions/17431312/what-is-the-difference-between-join-and-join-fetch-when-using-jpa-and-hibernate,true,363398,23377714,7,319,2022-02-07 17:02:28.000000,2013-07-03 00:50:37.000000,2023-12-05 17:33:01.000000,1875434,"<p>Please help me understand where to use a regular JOIN and where a JOIN FETCH. For example, if we have these two queries</p>
<pre><code>FROM Employee emp
JOIN emp.department dep
</code></pre>
<p>and</p>
<pre><code>FROM Employee emp
JOIN FETCH emp.department dep
</code></pre>
<p>Is there any difference between them? If yes, which one to use when?</p>
",0,319
24,1128723,How do I determine whether an array contains a particular value in Java?,https://stackoverflow.com/questions/1128723/how-do-i-determine-whether-an-array-contains-a-particular-value-in-java,true,2793289,1128728,32,2740,2019-01-05 17:06:06.000000,2009-07-15 08:03:21.000000,2023-10-30 00:14:45.000000,16534,"<p>I have a <code>String[]</code> with values like so:</p>

<pre><code>public static final String[] VALUES = new String[] {""AB"",""BC"",""CD"",""AE""};
</code></pre>

<p>Given <code>String s</code>, is there a good way of testing whether <code>VALUES</code> contains <code>s</code>?</p>
",10,2750
25,65035,Does a finally block always get executed in Java?,https://stackoverflow.com/questions/65035/does-a-finally-block-always-get-executed-in-java,true,629945,65049,52,2710,2020-05-28 08:58:39.000000,2008-09-16 01:43:54.000000,2023-07-05 22:03:13.000000,885027,"<p>Considering this code, can I be <em>absolutely sure</em> that the <code>finally</code> block always executes, no matter what <code>something()</code> is?</p>

<pre><code>try {  
    something();  
    return success;  
}  
catch (Exception e) {   
    return failure;  
}  
finally {  
    System.out.println(""I don't know if this will get printed out"");
}
</code></pre>
",21,2731
26,285177,How do I call one constructor from another in Java?,https://stackoverflow.com/questions/285177/how-do-i-call-one-constructor-from-another-in-java,true,1183699,285184,22,2704,2008-11-13 04:16:59.000000,2008-11-13 04:10:19.000000,2024-01-19 22:23:42.000000,33203,"<p>Is it possible to call a constructor from another (within the same class, not from a subclass)? If yes how? And what could be the best way to call another constructor (if there are several ways to do it)?</p>
",7,2711
28,37628,What is reflection and why is it useful?,https://stackoverflow.com/questions/37628/what-is-reflection-and-why-is-it-useful,true,1064806,37632,24,2564,2022-11-27 15:51:35.000000,2008-09-01 16:39:21.000000,2024-12-05 16:32:17.000000,142,"<p>What is reflection, and why is it useful?</p>
<p>I'm particularly interested in Java, but I assume the principles are the same in any language.</p>
",11,2575
29,1200621,How do I declare and initialize an array in Java?,https://stackoverflow.com/questions/1200621/how-do-i-declare-and-initialize-an-array-in-java,true,5887884,1200646,31,2561,2019-11-22 00:58:12.000000,2009-07-29 22:22:27.000000,2024-08-12 21:21:42.000000,40842,"<p>How do I declare and initialize an array in Java?</p>
",56,2617
30,409784,What&#39;s the simplest way to print a Java array?,https://stackoverflow.com/questions/409784/whats-the-simplest-way-to-print-a-java-array,true,3314616,409795,36,2442,2022-12-02 22:02:24.000000,2009-01-04 04:39:39.000000,2023-09-24 14:49:19.000000,12149,"<p>In Java, arrays don't override <code>toString()</code>, so if you try to print one directly, you get the <code>className</code> + '@' + the hex of the <a href=""https://en.wikipedia.org/wiki/Java_hashCode()"" rel=""noreferrer""><code>hashCode</code></a> of the array, as defined by <code>Object.toString()</code>:</p>
<pre class=""lang-java prettyprint-override""><code>int[] intArray = new int[] {1, 2, 3, 4, 5};
System.out.println(intArray); // Prints something like '[I@3343c8b3'
</code></pre>
<p>But usually, we'd actually want something more like <code>[1, 2, 3, 4, 5]</code>. What's the simplest way of doing that? Here are some example inputs and outputs:</p>
<pre class=""lang-java prettyprint-override""><code>// Array of primitives:
int[] intArray = new int[] {1, 2, 3, 4, 5};
// Output: [1, 2, 3, 4, 5]

// Array of object references:
String[] strArray = new String[] {""John"", ""Mary"", ""Bob""};
// Output: [John, Mary, Bob]
</code></pre>
",3,2445
31,3295496,What is a JavaBean exactly?,https://stackoverflow.com/questions/3295496/what-is-a-javabean-exactly,true,833749,3295517,23,2401,2021-10-12 20:25:56.000000,2010-07-21 08:41:11.000000,2022-08-27 20:46:45.000000,166067,"<p>I understood, I think, that a ""Bean"" is a Java-class with properties and getters/setters. <br />
As much as I understand, it is the equivalent of a C <code>struct</code>. Is that true?</p>
<p>Also, is there a real <em>syntactic</em> difference between a <code>JavaBean</code> and a regular <code>class</code>? <br />
Is there any special definition or an <code>Interface</code>?</p>
<p>Basically, why is there a term for this?</p>
<p>Also what does the <code>Serializable</code> interface mean?</p>
",2,2403
32,604424,How to get an enum value from a string value in Java,https://stackoverflow.com/questions/604424/how-to-get-an-enum-value-from-a-string-value-in-java,true,1712944,604426,32,2394,2021-08-11 01:32:06.000000,2009-03-03 06:56:34.000000,2023-12-20 23:42:47.000000,50913,"<p>Say I have an enum which is just</p>
<pre><code>public enum Blah {
    A, B, C, D
}
</code></pre>
<p>and I would like to find the enum value of a string, for example <code>""A""</code> which would be <code>Blah.A</code>. How would it be possible to do this?</p>
<p>Is the <a href=""https://docs.oracle.com/en/java/javase/11/docs/api/java.base/java/lang/Enum.html#valueOf(java.lang.Class,java.lang.String)"" rel=""noreferrer""><code>Enum.valueOf()</code></a> the method I need? If so, how would I use this?</p>
",7,2401
33,541487,&quot;implements Runnable&quot; vs &quot;extends Thread&quot; in Java,https://stackoverflow.com/questions/541487/implements-runnable-vs-extends-thread-in-java,true,776766,541506,42,2378,2024-04-12 21:34:51.000000,2009-02-12 22:28:46.000000,2024-04-12 21:34:51.000000,65374,"<p>From what time I've spent with threads in Java, I've found these two ways to write threads:</p>
<p>With <strong>implements <code>Runnable</code>:</strong></p>
<pre><code>public class MyRunnable implements Runnable {
    public void run() {
        //Code
    }
}
//Started with a ""new Thread(new MyRunnable()).start()"" call
</code></pre>
<p>Or, with <strong>extends <code>Thread</code>:</strong></p>
<pre><code>public class MyThread extends Thread {
    public MyThread() {
        super(""MyThread"");
    }
    public void run() {
        //Code
    }
}
//Started with a ""new MyThread().start()"" call
</code></pre>
<p>Is there any significant difference in these two blocks of code?</p>
",7,2385
917,17576922,Why can I throw null in Java?,https://stackoverflow.com/questions/17576922/why-can-i-throw-null-in-java,true,38385,17576950,7,318,2013-07-14 00:06:44.000000,2013-07-11 01:17:04.000000,2020-06-08 22:01:43.000000,1061426,"<p>When running this:</p>

<pre><code>public class WhatTheShoot {

    public static void main(String args[]){
        try {
            throw null;
        } catch (Exception e){
            System.out.println(e instanceof NullPointerException);
            System.out.println(e instanceof FileNotFoundException);
        }
    }
}
</code></pre>

<p>The response is:</p>

<pre><code>true  
false
</code></pre>

<p>Which was fairly stunning for me. I would have thought this would net a compile-time error. </p>

<p><strong>Why can I throw null in Java, and why does it upcast it to a NullPointerException?</strong></p>

<p><em>(Actually, I don't know if it is an ""upcast"", given I'm throwing null)</em></p>

<p>Aside from a really really stupid interview question (please nobody ask this in an interview) I cannot see any reason to <code>throw null</code>. Maybe you want to be fired, but that's... I mean, why else would anyone <code>throw null</code>?</p>

<p><strong>Fun fact</strong> <a href=""http://en.wikipedia.org/wiki/IntelliJ_IDEA"" rel=""noreferrer"">IntelliJ IDEA</a> 12 tells me that my line, <code>e instanceof NullPointerException</code>, will always be false. Which isn't true at all.</p>
",6,324
35,1750435,Comparing Java enum members: == or equals()?,https://stackoverflow.com/questions/1750435/comparing-java-enum-members-or-equals,true,1112917,1750453,15,2206,2019-11-10 00:13:27.000000,2009-11-18 01:26:27.000000,2024-12-04 21:08:46.000000,139010,"<p>I know that Java enums are compiled to classes with private constructors and a bunch of public static members. When comparing two members of a given enum, I've always used <code>.equals()</code>, e.g.</p>

<pre><code>public useEnums(SomeEnum a)
{
    if(a.equals(SomeEnum.SOME_ENUM_VALUE))
    {
        ...
    }
    ...
}
</code></pre>

<p>However, I just came across some code that uses the equals operator <code>==</code> instead of .equals():</p>

<pre><code>public useEnums2(SomeEnum a)
{
    if(a == SomeEnum.SOME_ENUM_VALUE)
    {
        ...
    }
    ...
}
</code></pre>

<p>Which operator is the one I should be using?</p>
",5,2211
36,997482,Does Java support default parameter values?,https://stackoverflow.com/questions/997482/does-java-support-default-parameter-values,true,2128002,997529,26,2174,2019-05-08 17:01:21.000000,2009-06-16 02:04:28.000000,2024-01-06 05:28:36.000000,99317,"<p>I came across some Java code that had the following structure:</p>

<pre><code>public MyParameterizedFunction(String param1, int param2)
{
    this(param1, param2, false);
}

public MyParameterizedFunction(String param1, int param2, boolean param3)
{
    //use all three parameters here
}
</code></pre>

<p>I know that in C++ I can assign a parameter a default value.  For example:</p>

<pre><code>void MyParameterizedFunction(String param1, int param2, bool param3=false);
</code></pre>

<p>Does Java support this kind of syntax?  Are there any reasons why this two step syntax is preferable?</p>
",3,2177
38,70324,Java inner class and static nested class,https://stackoverflow.com/questions/70324/java-inner-class-and-static-nested-class,true,963959,70358,28,2103,2019-01-08 01:41:37.000000,2008-09-16 16:22:35.000000,2022-06-26 19:48:22.000000,11193,"<p>What is the main difference between an inner class and a static nested class in Java? Does design / implementation play a role in choosing one of these?</p>
",5,2108
39,886955,How do I break out of nested loops in Java?,https://stackoverflow.com/questions/886955/how-do-i-break-out-of-nested-loops-in-java,true,1446824,886979,37,2091,2021-12-06 14:35:30.000000,2009-05-20 17:07:43.000000,2023-04-09 04:42:08.000000,15108,"<p>I've got a nested loop construct like this:</p>
<pre><code>for (Type type : types) {
    for (Type t : types2) {
         if (some condition) {
             // Do something and break...
             break; // Breaks out of the inner loop
         }
    }
}
</code></pre>
<p>Now how can I break out of both loops? I've looked at similar questions, but none concerns Java specifically. I couldn't apply these solutions because most used gotos.</p>
<p>I don't want to put the inner loop in a different method.</p>
<p>I don't want to return the loops. When breaking I'm finished with the execution of the loop block.</p>
",4,2095
40,41107,How to generate a random alpha-numeric string,https://stackoverflow.com/questions/41107/how-to-generate-a-random-alpha-numeric-string,true,1681118,41156,47,1980,2020-11-12 23:36:38.000000,2008-09-03 10:58:43.000000,2024-06-27 02:44:55.000000,3803,"<p>I've been looking for a <em>simple</em> Java algorithm to generate a pseudo-random alpha-numeric string.  In my situation it would be used as a unique session/key identifier that would ""likely"" be unique over <code>500K+</code> generation (my needs don't really require anything much more sophisticated).  </p>

<p>Ideally, I would be able to specify a length depending on my uniqueness needs. For example, a generated string of length 12 might look something like <code>""AEYGF7K0DM1X""</code>.  </p>
",5,1985
41,3481828,How do I split a string in Java?,https://stackoverflow.com/questions/3481828/how-do-i-split-a-string-in-java,true,4878640,3481842,38,1941,2023-10-12 13:27:07.000000,2010-08-14 11:01:53.000000,2024-01-24 19:53:11.000000,303459,"<p>I want to split a string using a delimiter, for example split <code>""004-034556""</code> into two separate strings by the delimiter <code>""-""</code>:</p>
<pre><code>part1 = ""004"";
part2 = ""034556"";
</code></pre>
<p>That means the first string will contain the characters before <code>'-'</code>, and the second string will contain the characters after <code>'-'</code>.</p>
<p>I also want to check if the string has the delimiter (<code>'-'</code>) in it.</p>
",8,1949
42,18093928,What does &quot;Could not find or load main class&quot; mean?,https://stackoverflow.com/questions/18093928/what-does-could-not-find-or-load-main-class-mean,true,4649932,18093929,65,1933,2018-01-07 14:58:35.000000,2013-08-07 11:02:46.000000,2024-11-23 06:19:14.000000,139985,"<p>A common problem that new Java developers experience is that their programs fail to run with the error message:  <code>Could not find or load main class ...</code></p>

<p>What does this mean, what causes it, and how should you fix it?</p>
",17,1950
43,15182496,Why does this code using random strings print &quot;hello world&quot;?,https://stackoverflow.com/questions/15182496/why-does-this-code-using-random-strings-print-hello-world,true,224113,15182511,14,1903,2015-08-29 00:12:17.000000,2013-03-03 12:38:06.000000,2023-12-27 14:07:42.000000,1031797,"<p>The following print statement would print ""hello world"".
Could anyone explain this?</p>

<pre><code>System.out.println(randomString(-229985452) + "" "" + randomString(-147909649));
</code></pre>

<p>And <code>randomString()</code> looks like this:</p>

<pre><code>public static String randomString(int i)
{
    Random ran = new Random(i);
    StringBuilder sb = new StringBuilder();
    while (true)
    {
        int k = ran.nextInt(27);
        if (k == 0)
            break;

        sb.append((char)('`' + k));
    }

    return sb.toString();
}
</code></pre>
",27,1930
94,5901378,What exactly is a Maven Snapshot and why do we need it?,https://stackoverflow.com/questions/5901378/what-exactly-is-a-maven-snapshot-and-why-do-we-need-it,true,523795,5901460,13,1119,2024-07-21 14:10:17.000000,2011-05-06 00:50:50.000000,2024-08-16 18:51:02.000000,685658,"<p>I am a bit confused about the meaning of a Maven <code>SNAPSHOT</code> and why we build one?</p>
",3,1122
924,22725537,Using Java 8&#39;s Optional with Stream::flatMap,https://stackoverflow.com/questions/22725537/using-java-8s-optional-with-streamflatmap,true,278818,22726869,12,317,2022-05-17 14:59:48.000000,2014-03-29 08:42:01.000000,2024-09-02 00:24:24.000000,966104,"<p>The new Java 8 stream framework and friends make for some very concise Java code, but I have come across a seemingly-simple situation that is tricky to do concisely.</p>
<p>Consider a <code>List<Thing> things</code> and method <code>Optional<Other> resolve(Thing thing)</code>. I want to map the <code>Thing</code>s to <code>Optional<Other></code>s and get the first <code>Other</code>.</p>
<p>The obvious solution would be to use <code>things.stream().flatMap(this::resolve).findFirst()</code>, but <code>flatMap</code> requires that you return a stream, and <code>Optional</code> doesn't have a <code>stream()</code> method (or is it a <code>Collection</code> or provide a method to convert it to or view it as a <code>Collection</code>).</p>
<p>The best I can come up with is this:</p>
<pre><code>things.stream()
    .map(this::resolve)
    .filter(Optional::isPresent)
    .map(Optional::get)
    .findFirst();
</code></pre>
<p>But that seems awfully long-winded for what seems like a very common case.</p>
<p>Anyone have a better idea?</p>
",0,317
46,326390,How do I create a Java string from the contents of a file?,https://stackoverflow.com/questions/326390/how-do-i-create-a-java-string-from-the-contents-of-a-file,true,1742542,326440,35,1792,2023-12-27 14:08:54.000000,2008-11-29 02:32:07.000000,2024-05-27 14:41:10.000000,20654,"<p>I've been using the idiom below for some time now. And it seems to be the most wide-spread, at least on the sites I've visited.</p>
<p>Is there a better/different way to read a file into a string in Java?</p>
<pre><code>private String readFile(String file) throws IOException {
    BufferedReader reader = new BufferedReader(new FileReader (file));
    String line = null;
    StringBuilder stringBuilder = new StringBuilder();
    String ls = System.getProperty(""line.separator"");

    try {
        while((line = reader.readLine()) != null) {
            stringBuilder.append(line);
            stringBuilder.append(ls);
        }

        return stringBuilder.toString();
    } finally {
        reader.close();
    }
}
</code></pre>
",3,1795
47,3177733,"How can I avoid Java code in JSP files, using JSP 2?",https://stackoverflow.com/questions/3177733/how-can-i-avoid-java-code-in-jsp-files-using-jsp-2,true,321886,3180202,31,1770,2022-12-29 07:44:37.000000,2010-07-05 15:24:06.000000,2023-01-03 16:53:27.000000,95914,"<p>I know that something like the following three lines</p>
<pre><code><%= x+1 %>
<%= request.getParameter(""name"") %>
<%! counter++; %>
</code></pre>
<p>is an old school way of coding and in JSP version 2 there exists a method to avoid Java code in JSP files. What are the alternative JSP 2 lines, and what is this technique called?</p>
",7,1777
48,355089,Difference between StringBuilder and StringBuffer,https://stackoverflow.com/questions/355089/difference-between-stringbuilder-and-stringbuffer,true,896660,355092,33,1756,2016-05-10 16:20:28.000000,2008-12-10 12:34:26.000000,2022-04-26 08:55:06.000000,44848,"<p>What is the main difference between <code>StringBuffer</code> and <code>StringBuilder</code>?
Is there any performance issues when deciding on any one of these?</p>
",3,1759
50,1149703,How can I convert a stack trace to a string?,https://stackoverflow.com/questions/1149703/how-can-i-convert-a-stack-trace-to-a-string,true,784124,2109985,33,1737,2016-03-12 04:04:37.000000,2009-07-19 19:31:43.000000,2024-04-20 03:03:26.000000,11236,"<p>What is the easiest way to convert the result of <code>Throwable.getStackTrace()</code> to a string that depicts the stacktrace?</p>
",3,1740
